Ship Mode,Segment,City,State,Region,Category,Sub-Category,Sales,Discount,Profit
Same Day,Consumer,Huntsville,Alabama,South,Technology,Accessories,29.0,0.0,7.25
Standard Class,Consumer,Columbus,Indiana,Central,Office Supplies,Envelopes,70.08,0.0,35.04
Standard Class,Consumer,Columbus,Indiana,Central,Furniture,Furnishings,121.3,0.0,25.473000000000003
Standard Class,Consumer,Columbus,Indiana,Central,Technology,Phones,1454.49,0.0,378.1674
Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Appliances,60.81,0.0,17.0268
Standard Class,Consumer,Seattle,Washington,West,Office Supplies,Binders,153.55200000000002,0.2,51.8238
Standard Class,Consumer,Seattle,Washington,West,Office Supplies,Appliances,65.34,0.0,22.869
Standard Class,Consumer,Seattle,Washington,West,Office Supplies,Paper,123.92,0.0,55.763999999999996
Standard Class,Consumer,Seattle,Washington,West,Office Supplies,Appliances,35.1,0.0,12.285
Standard Class,Consumer,Seattle,Washington,West,Technology,Accessories,44.75,0.0,8.5025
Standard Class,Consumer,Knoxville,Tennessee,South,Office Supplies,Art,4.704,0.2,0.4116
Standard Class,Consumer,Montgomery,Alabama,South,Office Supplies,Art,14.67,0.0,3.9609
Standard Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Paper,15.552,0.2,5.4432
Standard Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Paper,5.232,0.2,1.7004
Standard Class,Consumer,Little Rock,Arkansas,South,Furniture,Furnishings,22.2,0.0,9.102
Standard Class,Consumer,Little Rock,Arkansas,South,Technology,Phones,881.93,0.0,229.3018
Standard Class,Home Office,Seattle,Washington,West,Office Supplies,Binders,6.096,0.2,2.1336
Standard Class,Home Office,Seattle,Washington,West,Furniture,Furnishings,191.82,0.0,74.8098
Standard Class,Consumer,Lancaster,Pennsylvania,East,Furniture,Furnishings,20.104,0.2,1.7591
Second Class,Home Office,Bristol,Tennessee,South,Office Supplies,Art,67.56,0.2,8.445
Standard Class,Home Office,Aurora,Illinois,Central,Office Supplies,Binders,29.932,0.8,-46.3946
Standard Class,Home Office,Aurora,Illinois,Central,Technology,Phones,38.272,0.2,3.8272
Standard Class,Home Office,New York City,New York,East,Office Supplies,Art,16.52,0.0,7.5992
Second Class,Consumer,Fairfield,Connecticut,East,Technology,Phones,832.93,0.0,233.2204
Second Class,Consumer,Fairfield,Connecticut,East,Office Supplies,Binders,43.8,0.0,21.024
First Class,Corporate,Lincoln Park,Michigan,Central,Office Supplies,Appliances,167.292,0.1,29.7408
Standard Class,Consumer,New York City,New York,East,Furniture,Furnishings,27.42,0.0,11.2422
First Class,Consumer,San Jose,California,West,Office Supplies,Binders,1.44,0.2,0.504
First Class,Consumer,San Jose,California,West,Office Supplies,Binders,61.776,0.2,20.8494
First Class,Consumer,San Jose,California,West,Office Supplies,Appliances,241.96,0.0,60.49
First Class,Consumer,San Jose,California,West,Furniture,Chairs,108.60799999999999,0.2,9.5032
Standard Class,Corporate,Jacksonville,Florida,South,Office Supplies,Art,2.8160000000000003,0.2,0.9856
Standard Class,Corporate,San Francisco,California,West,Office Supplies,Binders,9.984,0.2,3.6192
Standard Class,Corporate,San Francisco,California,West,Office Supplies,Storage,14.98,0.0,4.1944
Standard Class,Corporate,San Francisco,California,West,Technology,Phones,1145.6,0.2,100.24
Same Day,Consumer,Marion,Ohio,East,Technology,Phones,485.94,0.4,-89.089
Same Day,Consumer,Marion,Ohio,East,Office Supplies,Art,37.376,0.2,4.672
Same Day,Consumer,Marion,Ohio,East,Furniture,Chairs,70.686,0.3,-24.2352
Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Paper,54.816,0.2,17.8152
Second Class,Consumer,Littleton,Colorado,West,Furniture,Bookcases,72.294,0.7,-98.8018
Standard Class,Corporate,Austin,Texas,Central,Office Supplies,Fasteners,2.8960000000000004,0.2,0.4706
Standard Class,Corporate,Austin,Texas,Central,Technology,Phones,124.792,0.2,15.599
Standard Class,Consumer,New York City,New York,East,Furniture,Tables,330.588,0.4,-115.7058
Standard Class,Consumer,San Francisco,California,West,Office Supplies,Binders,673.568,0.2,252.588
Standard Class,Consumer,San Francisco,California,West,Office Supplies,Appliances,52.98,0.0,14.8344
Standard Class,Consumer,La Porte,Indiana,Central,Furniture,Furnishings,526.45,0.0,31.587
Standard Class,Consumer,Chicago,Illinois,Central,Office Supplies,Storage,228.92,0.2,14.3075
Second Class,Consumer,Portland,Oregon,West,Technology,Phones,319.968,0.2,35.9964
Standard Class,Corporate,Burlington,Vermont,East,Technology,Accessories,205.03,0.0,67.6599
Second Class,Consumer,Indianapolis,Indiana,Central,Office Supplies,Storage,190.86,0.0,11.4516
Second Class,Consumer,Indianapolis,Indiana,Central,Office Supplies,Art,24.32,0.0,8.2688
Standard Class,Home Office,Provo,Utah,West,Office Supplies,Supplies,44.4,0.0,12.432
Standard Class,Home Office,Chicago,Illinois,Central,Furniture,Furnishings,44.4,0.6,-52.17
Second Class,Consumer,Los Angeles,California,West,Office Supplies,Binders,1016.7919999999999,0.2,381.29699999999997
Second Class,Consumer,Los Angeles,California,West,Office Supplies,Binders,38.135999999999996,0.2,13.3476
Standard Class,Consumer,Philadelphia,Pennsylvania,East,Technology,Phones,494.98199999999997,0.4,-115.4958
Standard Class,Home Office,Pasadena,California,West,Office Supplies,Storage,56.56,0.0,15.2712
Standard Class,Home Office,Pasadena,California,West,Office Supplies,Art,5.56,0.0,1.4456
Standard Class,Home Office,Pasadena,California,West,Office Supplies,Fasteners,9.02,0.0,3.5178
Standard Class,Home Office,Pasadena,California,West,Office Supplies,Appliances,8.62,0.0,2.2412
Standard Class,Home Office,Pasadena,California,West,Technology,Phones,659.9760000000001,0.2,49.4982
Second Class,Consumer,Los Angeles,California,West,Office Supplies,Paper,13.36,0.0,6.4128
Second Class,Consumer,Los Angeles,California,West,Office Supplies,Binders,41.72,0.2,13.0375
Second Class,Consumer,Los Angeles,California,West,Office Supplies,Binders,11.52,0.2,4.176
Second Class,Consumer,Los Angeles,California,West,Office Supplies,Appliances,541.44,0.0,157.0176
Second Class,Consumer,Los Angeles,California,West,Office Supplies,Paper,19.44,0.0,9.3312
Second Class,Home Office,San Diego,California,West,Office Supplies,Paper,143.7,0.0,68.976
First Class,Corporate,San Francisco,California,West,Office Supplies,Appliances,43.26,0.0,14.2758
First Class,Corporate,San Francisco,California,West,Office Supplies,Appliances,43.56,0.0,15.245999999999999
Standard Class,Corporate,Bangor,Maine,East,Technology,Phones,437.85,0.0,131.355
Standard Class,Corporate,Bangor,Maine,East,Furniture,Furnishings,109.48,0.0,33.9388
First Class,Consumer,San Francisco,California,West,Furniture,Chairs,1212.96,0.2,90.97200000000001
First Class,Consumer,San Francisco,California,West,Office Supplies,Paper,18.54,0.0,8.7138
Second Class,Home Office,San Diego,California,West,Office Supplies,Fasteners,5.0,0.0,2.4
Second Class,Home Office,San Diego,California,West,Technology,Accessories,371.97,0.0,66.9546
Same Day,Consumer,New York City,New York,East,Technology,Accessories,166.24,0.0,24.936
First Class,Consumer,Arlington,Virginia,South,Furniture,Bookcases,359.97,0.0,79.1934
Second Class,Consumer,Atlanta,Georgia,South,Technology,Accessories,499.98,0.0,114.9954
Second Class,Consumer,Atlanta,Georgia,South,Office Supplies,Paper,5.28,0.0,2.376
Second Class,Consumer,Atlanta,Georgia,South,Office Supplies,Binders,8.26,0.0,3.8822
Same Day,Home Office,Monroe,North Carolina,South,Office Supplies,Paper,7.968,0.2,2.6892
Same Day,Consumer,Seattle,Washington,West,Office Supplies,Paper,12.96,0.0,6.3504
Standard Class,Corporate,Rochester,New York,East,Office Supplies,Paper,6.48,0.0,3.1104
Standard Class,Corporate,Rochester,New York,East,Office Supplies,Binders,6.984,0.2,2.3571
Standard Class,Corporate,Miami,Florida,South,Office Supplies,Art,47.96,0.2,4.1965
Standard Class,Consumer,Seattle,Washington,West,Office Supplies,Storage,199.74,0.0,47.9376
Standard Class,Consumer,San Francisco,California,West,Furniture,Furnishings,435.26,0.0,95.7572
Standard Class,Consumer,San Francisco,California,West,Technology,Copiers,1119.984,0.2,377.9946
Second Class,Corporate,Los Angeles,California,West,Furniture,Tables,143.43200000000002,0.2,3.5858
Second Class,Corporate,Los Angeles,California,West,Furniture,Chairs,122.352,0.2,13.7646
Standard Class,Consumer,Southaven,Mississippi,South,Office Supplies,Storage,306.2,0.0,0.0
Standard Class,Consumer,Southaven,Mississippi,South,Furniture,Tables,85.98,0.0,22.3548
Standard Class,Consumer,Southaven,Mississippi,South,Technology,Accessories,223.96,0.0,53.7504
First Class,Consumer,Seattle,Washington,West,Furniture,Chairs,97.568,0.2,-6.098
First Class,Consumer,Seattle,Washington,West,Furniture,Chairs,614.2719999999999,0.2,-23.0352
First Class,Consumer,Seattle,Washington,West,Furniture,Bookcases,199.98,0.0,37.9962
First Class,Corporate,Middletown,Connecticut,East,Office Supplies,Paper,48.16,0.0,22.1536
Standard Class,Consumer,New Castle,Indiana,Central,Technology,Phones,23.92,0.0,6.6976
Standard Class,Consumer,New Castle,Indiana,Central,Office Supplies,Appliances,60.69,0.0,16.3863
First Class,Corporate,Murfreesboro,Tennessee,South,Office Supplies,Paper,14.352,0.2,5.2026
Standard Class,Consumer,Salem,Virginia,South,Office Supplies,Appliances,35.04,0.0,12.264000000000001
Second Class,Corporate,Toledo,Ohio,East,Office Supplies,Appliances,17.48,0.2,1.311
First Class,Consumer,Los Angeles,California,West,Office Supplies,Art,16.4,0.0,4.756
First Class,Corporate,Seattle,Washington,West,Furniture,Tables,892.98,0.0,80.3682
Standard Class,Corporate,Columbus,Georgia,South,Technology,Phones,287.97,0.0,77.7519
Standard Class,Corporate,Columbus,Georgia,South,Furniture,Furnishings,595.38,0.0,297.69
Standard Class,Corporate,Columbus,Georgia,South,Office Supplies,Paper,12.96,0.0,6.2208
Standard Class,Corporate,New York City,New York,East,Technology,Phones,4.95,0.0,1.3365
Standard Class,Corporate,Middletown,Connecticut,East,Furniture,Furnishings,181.95,0.0,38.2095
Standard Class,Consumer,New York City,New York,East,Office Supplies,Paper,13.52,0.0,6.2192
Standard Class,Consumer,New York City,New York,East,Furniture,Furnishings,259.7,0.0,106.477
Standard Class,Consumer,New York City,New York,East,Technology,Phones,42.95,0.0,1.2885
Standard Class,Consumer,New York City,New York,East,Technology,Accessories,1399.93,0.0,601.9699
Standard Class,Consumer,New York City,New York,East,Technology,Phones,503.96,0.0,125.99
Standard Class,Consumer,Midland,Michigan,Central,Office Supplies,Binders,12.72,0.0,6.36
Standard Class,Consumer,Midland,Michigan,Central,Office Supplies,Binders,11.52,0.0,5.6448
Standard Class,Corporate,Columbus,Georgia,South,Technology,Accessories,316.0,0.0,31.6
Second Class,Home Office,Roswell,Georgia,South,Furniture,Chairs,723.92,0.0,188.2192
Second Class,Home Office,Roswell,Georgia,South,Office Supplies,Paper,106.32,0.0,49.9704
First Class,Corporate,Chicago,Illinois,Central,Furniture,Bookcases,141.372,0.3,-14.1372
First Class,Corporate,Houston,Texas,Central,Office Supplies,Paper,27.215999999999998,0.2,9.8658
Standard Class,Consumer,New York City,New York,East,Technology,Accessories,390.75,0.0,171.93
First Class,Home Office,Peoria,Arizona,West,Furniture,Chairs,280.79200000000003,0.2,35.099000000000004
First Class,Home Office,Peoria,Arizona,West,Office Supplies,Storage,68.44800000000001,0.2,7.7004
First Class,Home Office,Peoria,Arizona,West,Office Supplies,Art,88.04,0.2,6.603
First Class,Home Office,Peoria,Arizona,West,Office Supplies,Art,15.872,0.2,1.984
First Class,Home Office,Peoria,Arizona,West,Office Supplies,Storage,215.592,0.2,-48.5082
Standard Class,Corporate,Sioux Falls,South Dakota,Central,Office Supplies,Labels,14.62,0.0,6.8714
Standard Class,Corporate,Sioux Falls,South Dakota,Central,Office Supplies,Appliances,416.32,0.0,112.4064
Standard Class,Corporate,Sioux Falls,South Dakota,Central,Office Supplies,Binders,43.0,0.0,20.21
Standard Class,Corporate,Sioux Falls,South Dakota,Central,Furniture,Chairs,182.94,0.0,27.441
Standard Class,Corporate,Sioux Falls,South Dakota,Central,Office Supplies,Binders,60.83,0.0,30.415
Standard Class,Corporate,Sioux Falls,South Dakota,Central,Technology,Accessories,389.97,0.0,132.5898
First Class,Consumer,Richmond,Virginia,South,Office Supplies,Appliances,194.32,0.0,56.3528
Standard Class,Corporate,Seattle,Washington,West,Technology,Accessories,265.93,0.0,63.8232
Second Class,Corporate,Henderson,Kentucky,South,Office Supplies,Binders,94.74,0.0,44.5278
Second Class,Corporate,Henderson,Kentucky,South,Office Supplies,Binders,60.64,0.0,27.8944
Second Class,Corporate,Henderson,Kentucky,South,Office Supplies,Binders,76.3,0.0,38.15
Second Class,Corporate,Henderson,Kentucky,South,Office Supplies,Binders,364.8,0.0,167.808
Second Class,Corporate,New York City,New York,East,Office Supplies,Binders,79.872,0.2,29.951999999999998
Second Class,Corporate,New York City,New York,East,Furniture,Bookcases,46.38399999999999,0.2,1.1596
Second Class,Corporate,New York City,New York,East,Office Supplies,Paper,12.96,0.0,6.2208
First Class,Home Office,Fort Collins,Colorado,West,Office Supplies,Envelopes,14.352,0.2,5.2026
Standard Class,Corporate,Philadelphia,Pennsylvania,East,Furniture,Furnishings,547.136,0.2,-68.392
Second Class,Corporate,Los Angeles,California,West,Office Supplies,Storage,41.96,0.0,2.9372
Second Class,Corporate,Los Angeles,California,West,Office Supplies,Paper,41.7,0.0,20.85
Standard Class,Consumer,Lafayette,Indiana,Central,Office Supplies,Paper,277.4,0.0,133.15200000000002
Standard Class,Consumer,Lafayette,Indiana,Central,Office Supplies,Paper,5.78,0.0,2.8322
Standard Class,Consumer,Clarksville,Tennessee,South,Office Supplies,Appliances,69.21600000000001,0.2,11.2476
Same Day,Consumer,Fairfield,Connecticut,East,Office Supplies,Envelopes,10.86,0.0,5.1042
Same Day,Consumer,Fairfield,Connecticut,East,Office Supplies,Appliances,426.79,0.0,123.7691
Same Day,Consumer,New York City,New York,East,Office Supplies,Paper,25.92,0.0,12.4416
Same Day,Consumer,New York City,New York,East,Office Supplies,Paper,45.92,0.0,22.5008
Standard Class,Consumer,Columbus,Ohio,East,Office Supplies,Art,10.72,0.2,1.742
Standard Class,Consumer,Warner Robins,Georgia,South,Office Supplies,Art,41.86,0.0,10.465
First Class,Home Office,Franklin,Massachusetts,East,Furniture,Furnishings,63.2,0.0,23.384
First Class,Home Office,Franklin,Massachusetts,East,Technology,Accessories,113.97,0.0,27.3528
Second Class,Consumer,Chicago,Illinois,Central,Office Supplies,Storage,123.552,0.2,-29.3436
Standard Class,Home Office,Milwaukee,Wisconsin,Central,Office Supplies,Appliances,490.32,0.0,137.2896
Standard Class,Consumer,San Antonio,Texas,Central,Office Supplies,Paper,70.08,0.2,24.528000000000002
Standard Class,Consumer,San Antonio,Texas,Central,Office Supplies,Binders,1.272,0.8,-2.1624
Standard Class,Consumer,San Antonio,Texas,Central,Furniture,Tables,557.585,0.3,0.0
Same Day,Corporate,Los Angeles,California,West,Office Supplies,Binders,9.024,0.2,3.1584
Same Day,Corporate,Los Angeles,California,West,Office Supplies,Binders,69.456,0.2,22.5732
Same Day,Corporate,Los Angeles,California,West,Office Supplies,Paper,10.86,0.0,5.3214
Same Day,Corporate,Los Angeles,California,West,Office Supplies,Appliances,79.47,0.0,22.2516
Same Day,Corporate,Los Angeles,California,West,Office Supplies,Art,10.08,0.0,5.04
First Class,Corporate,San Francisco,California,West,Furniture,Bookcases,1552.8310000000001,0.15,200.9546
First Class,Corporate,San Francisco,California,West,Office Supplies,Binders,137.24,0.2,46.3185
First Class,Corporate,San Francisco,California,West,Technology,Accessories,36.51,0.0,15.6993
First Class,Corporate,San Francisco,California,West,Technology,Machines,239.976,0.2,80.9919
Standard Class,Corporate,New York City,New York,East,Furniture,Tables,1579.746,0.4,-447.5947
Standard Class,Corporate,New York City,New York,East,Furniture,Tables,1071.576,0.4,-553.6476
Standard Class,Corporate,New York City,New York,East,Furniture,Tables,613.908,0.4,-122.7816
Standard Class,Corporate,New York City,New York,East,Office Supplies,Paper,34.86,0.0,16.3842
Standard Class,Corporate,New York City,New York,East,Office Supplies,Paper,155.04,0.0,75.9696
Standard Class,Consumer,Columbus,Ohio,East,Office Supplies,Binders,13.71,0.7,-10.054
Standard Class,Home Office,Waynesboro,Virginia,South,Furniture,Furnishings,127.88,0.0,40.9216
Standard Class,Home Office,Waynesboro,Virginia,South,Office Supplies,Appliances,160.32,0.0,44.8896
Standard Class,Home Office,Waynesboro,Virginia,South,Office Supplies,Binders,46.0,0.0,20.7
Second Class,Consumer,Sacramento,California,West,Furniture,Chairs,120.712,0.2,-18.1068
First Class,Consumer,Clinton,Maryland,East,Office Supplies,Paper,23.12,0.0,11.3288
Standard Class,Corporate,Fairfield,Ohio,East,Furniture,Furnishings,532.7040000000001,0.2,-26.6352
Standard Class,Corporate,Fairfield,Ohio,East,Office Supplies,Art,4.912,0.2,0.307
Second Class,Corporate,Warwick,Rhode Island,East,Technology,Accessories,252.0,0.0,93.24
Second Class,Corporate,Aurora,Illinois,Central,Furniture,Furnishings,60.288000000000004,0.6,-27.1296
Second Class,Corporate,Aurora,Illinois,Central,Office Supplies,Fasteners,2.6319999999999997,0.2,0.8225
Second Class,Corporate,Aurora,Illinois,Central,Office Supplies,Paper,23.688000000000002,0.2,7.6986
Second Class,Corporate,Aurora,Illinois,Central,Furniture,Chairs,253.372,0.3,-14.4784
Standard Class,Consumer,Smyrna,Georgia,South,Office Supplies,Fasteners,5.67,0.0,0.1134
Second Class,Consumer,Columbus,Ohio,East,Office Supplies,Binders,76.77600000000001,0.7,-58.8616
Second Class,Consumer,Columbus,Ohio,East,Office Supplies,Supplies,9.184,0.2,1.148
Standard Class,Home Office,Thousand Oaks,California,West,Office Supplies,Paper,32.75,0.0,15.065
Standard Class,Home Office,Lorain,Ohio,East,Office Supplies,Fasteners,7.216,0.2,1.7138
